Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PAEP,Glycodelin,51761,-0.00944521875289179,0.00873758133290544,-0.0265708781653865,0.00768044065960288,0.279713799485397
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,YJU2,Splicing factor YJU2,48767,0.00294504879455326,0.00272503333378082,-0.00239601653965715,0.00828611412876366,0.279826317466132
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD248,Endosialin,48854,0.00359897612405364,0.00333293059617558,-0.0029335678444505,0.0101315200925578,0.280233730445649
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGF23,Fibroblast growth factor 23,52122,0.00455750481675373,0.00422111259263756,-0.00371587586481589,0.0128308854983233,0.280290077828715
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCDC80,Coiled-coil domain-containing protein 80,51955,0.00315784331779875,0.00292752085237658,-0.00258009755285934,0.00889578418845685,0.280743810502775
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,48840,-0.00646593876207105,0.00599536570035687,-0.0182168555347705,0.00528497801062842,0.280828232178891
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EDA2R,Tumor necrosis factor receptor superfamily member 27,52163,0.00367532248932758,0.00341443031222612,-0.00301696092263562,0.0103676059012908,0.281755534346551
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,VSIG10,V-set and immunoglobulin domain-containing protein 10,48767,0.0030738361401847,0.00285604431903139,-0.00252401072511682,0.00867168300548623,0.281825451316841
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FURIN,Furin,52020,-0.00298635011460264,0.00277558693140306,-0.00842650050015264,0.00245380027094736,0.281967573725642
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGB1,Integrin beta-1,51961,0.00189051135602956,0.00175842545589895,-0.00155600253753238,0.0053370252495915,0.282333897150411
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RGS10,Regulator of G-protein signaling 10,48801,0.00531053477094581,0.00493987733044924,-0.00437162479673469,0.0149926943386263,0.282372465272047
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD8A,T-cell surface glycoprotein CD8 alpha chain,52166,-0.00455250905806801,0.00423579992675852,-0.0128546769145147,0.0037496587983787,0.282488891053613
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TPPP3,Tubulin polymerization-promoting protein family member 3,51447,0.00347969391769344,0.00324047881770177,-0.00287164456500204,0.00983103240038891,0.282914296600193
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",51550,0.0104482019147589,0.00973004363188947,-0.00862268360374444,0.0295190874332623,0.282919885118087
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FOXO3,Forkhead box protein O3,51406,0.00859276150668418,0.00801426972302241,-0.00711520715043974,0.0243007301638081,0.283649315881359
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,48767,0.00311927901345442,0.00291095447792628,-0.00258619176328108,0.00882474979018993,0.283927963279433
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SPINK6,Serine protease inhibitor Kazal-type 6,52163,-0.00475523157352873,0.00443852692349063,-0.0134547443435704,0.00394428119651291,0.284021463515411
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCT5,T-complex protein 1 subunit epsilon,51406,0.00401376971457758,0.00375138871156103,-0.00333895216008203,0.0113664915892372,0.284656575200861
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ID4,DNA-binding protein inhibitor ID-4,48486,0.0038423865666875,0.00359215991634057,-0.00319824686934002,0.010883020002715,0.284785762707511
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DLG4,Disks large homolog 4,48794,0.00639657068367928,0.00598538687364846,-0.00533478758867171,0.0181279289560303,0.285218569900118
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IFNG,Interferon gamma,51550,0.0102646328262789,0.00963486342857509,-0.00861969949372828,0.0291489651462861,0.286722628275647
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CDH15,Cadherin-15,52134,-0.00614982867825718,0.0057739882706877,-0.0174668456888051,0.00516718833229071,0.286845229274575
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",48801,0.00370577701842549,0.00348117205559452,-0.00311732021053976,0.0105288742473907,0.287105956450265
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TPT1,Translationally-controlled tumor protein,51550,0.00581241907424805,0.00546097094028167,-0.00489108396870403,0.0165159221172001,0.287178499783814
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCL14,C-C motif chemokine 14,51924,0.00360445490542689,0.00339677108024155,-0.00305321641184655,0.0102621262227003,0.28863656831618
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FETUB,Fetuin-B,52039,-0.00285474143850706,0.00269381160167738,-0.00813461217779473,0.0024251293007806,0.289273561233345
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,INSL5,Insulin-like peptide INSL5,48778,0.00886916071419378,0.0083715123270832,-0.00753900344688929,0.0252773248752769,0.289409637914096
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TRAF3,"TNF receptor-associated factor 3, Isoform 2",48252,0.00336109040609937,0.00317387834264921,-0.00285971114549309,0.00958189195769183,0.289619505003258
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EPHX2,Bifunctional epoxide hydrolase 2,51531,0.00535095039588523,0.00506336751466927,-0.00457324993286655,0.015275150724637,0.290615485302951
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MED21,Mediator of RNA polymerase II transcription subunit 21,48148,0.00434715179855959,0.00411580093180557,-0.00371981802777933,0.0124141216248985,0.290885147715206
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SEPTIN7,Septin-7,48486,0.00461178478217528,0.00436812663833211,-0.00394974342895565,0.0131733129933062,0.291081141133962
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,48778,0.00352127082275768,0.00334071610643323,-0.00302653274585145,0.0100690743913668,0.291874153012432
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BMP6,Bone morphogenetic protein 6,51495,0.00351316366885922,0.00333907792052176,-0.00303142905536343,0.0100577563930819,0.292748319135574
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PZP,Pregnancy zone protein,48866,-0.00288387427596777,0.00274434452001278,-0.00826278953519283,0.00249504098325729,0.293343392576208
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FTCD,Formimidoyltransferase-cyclodeaminase,48750,0.00745212686622107,0.00709228282332317,-0.00644874746749234,0.0213530011999345,0.293391811520964
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MGLL,Monoglyceride lipase,52010,0.00770083297474404,0.00733032519374751,-0.00666660440500108,0.0220682703544892,0.293478677125719
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GTF2IRD1,General transcription factor II-I repeat domain-containing protein 1,48486,0.00599200817242157,0.0057044366162564,-0.00518868759544097,0.0171727039402841,0.293541535966459
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IRAG2,"Inositol 1,4,5-triphosphate receptor associated 2",51531,0.00783912021341486,0.00746722288384801,-0.00679663663892725,0.022474877065757,0.293819314124814
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMOT,Angiomotin,48385,-0.00332261275434434,0.00316799641364933,-0.00953188572509702,0.00288666021640835,0.294280356316578
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,APOA1,Apolipoprotein A-I,48866,0.00232933306695757,0.0022211192728188,-0.00202406070776728,0.00668272684168242,0.294319333809301
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PIGR,Polymeric immunoglobulin receptor,51665,0.00327748376511075,0.00312673765662572,-0.00285092204187567,0.00940588957209716,0.294551951169166
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCDC50,Coiled-coil domain-containing protein 50,48801,0.00656058345604926,0.00626256292984724,-0.00571403988645132,0.0188352067985498,0.294841172806808
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CHAD,Chondroadherin,48385,-0.00406380413620279,0.00387965301106994,-0.0116679240378999,0.00354031576549428,0.294897558780805
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MASP1,Mannan-binding lectin serine protease 1,51729,-0.00202519636953569,0.00193346743670904,-0.0058147925454854,0.00176439980641402,0.29490638799935
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BRAP,BRCA1-associated protein,48579,0.00950903383428743,0.00908170222171631,-0.00829110252027654,0.0273091701888514,0.295087279391182
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SOX2,Transcription factor SOX-2,48757,-0.00208118622248686,0.00199168013327935,-0.00598487928371439,0.00182250683874067,0.296063235590231
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,48195,0.00505284335831021,0.00483624532083647,-0.00442619747052926,0.0145318841871497,0.296134588333516
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL12RB2,Interleukin-12 receptor subunit beta-2,48252,-0.00361329999388123,0.00345883613508964,-0.0103926188186569,0.00316601883089446,0.296194025317342
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KIAA1549L,UPF0606 protein KIAA1549L,48486,0.00239472620491138,0.00229357047523959,-0.00210067192655821,0.00689012433638097,0.296449947641327
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,B4GAT1,"Beta-1,4-glucuronyltransferase 1",51969,0.00211809328870832,0.00203140928556222,-0.00186346891099364,0.00609965548841028,0.297111083324241
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NPPB,Natriuretic peptides B,51531,0.0121126048342423,0.0116415787429306,-0.0107048895019016,0.0349300991703861,0.298136896634812
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL2RB,Interleukin-2 receptor subunit beta,51550,0.00317346535104169,0.00305257987584894,-0.00280959120562223,0.00915652190770561,0.298536224709935
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GRIN2B,"Glutamate receptor ionotropic, NMDA 2B",48195,-0.00469819855556589,0.00452447937339323,-0.0135661781274166,0.00416978101628483,0.299098824609376
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RGMA,Repulsive guidance molecule A,52166,-0.00277785475070985,0.00267766300818577,-0.00802607424675395,0.00247036474533425,0.299551920438582
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCAR2,Cell cycle and apoptosis regulator protein 2,48794,-0.004641222108921,0.00447515533645056,-0.0134125265683641,0.0041300823505221,0.299697663391233
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,COL6A3,Collagen alpha-3(VI) chain,52250,-0.00304177412243365,0.00293306510486945,-0.00879058172797777,0.00270703348311046,0.299716969231634
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KLK13,Kallikrein-13,51425,0.00386759427081943,0.003731188234813,-0.00344553466941405,0.0111807232110529,0.299952719804877
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,USP8,Ubiquitin carboxyl-terminal hydrolase 8,51531,0.00818934715259489,0.00791268431478432,-0.00731951410438237,0.0236982084095722,0.300696417137156
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KCNIP4,Kv channel-interacting protein 4,51447,0.00438233979544586,0.00423744899760304,-0.0039230602398561,0.0126877398307478,0.30105692502622
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HGF,Hepatocyte growth factor,52231,0.00303209716740845,0.00293511622158974,-0.00272073062690743,0.00878492496172433,0.301595001614625
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RFC4,Replication factor C subunit 4,48767,0.00190400210172236,0.00184339502945045,-0.00170905215600052,0.00551705635944524,0.301673399019835
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,51955,0.00714919243111316,0.00692386271880488,-0.00642157849774442,0.0207199633599707,0.301828070564569
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",48385,0.00893758659776939,0.00865943895024797,-0.00803491374471664,0.0259100869402554,0.302028171933278
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein,48486,0.00980472449260869,0.00950391025035915,-0.00882293959809525,0.0284323885833126,0.302247891383023
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD83,CD83 antigen,51933,-0.00293860395647061,0.00284860981317547,-0.00852187919029454,0.00264467127735331,0.302273840257788
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL31,Interleukin-31,48252,0.00473098994733992,0.00459424103808962,-0.00427372248731575,0.0137357023819956,0.30313287244205
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FXYD5,FXYD domain-containing ion transport regulator 5,51550,0.00561624713423628,0.00545500916139572,-0.00507557082209933,0.0163080650905719,0.303228492168632
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,THY1,Thy-1 membrane glycoprotein,52166,0.00246273232890915,0.00239452535643182,-0.00223053736969721,0.00715600202751551,0.303732511513347
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SKAP2,Src kinase-associated phosphoprotein 2,52044,0.00894148845748545,0.00870513888194074,-0.0081205837511184,0.0260035606660893,0.304360161800363
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,51933,-0.0129211051600398,0.0125811096591557,-0.0375800800919849,0.0117378697719054,0.304419675188513
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SUMF1,Formylglycine-generating enzyme,48252,0.00546088969728886,0.00531969405295101,-0.00496571064649513,0.0158874900410728,0.304648783180073
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ROBO4,Roundabout homolog 4,48283,0.00152657592223808,0.00148762386873013,-0.00138916686047297,0.00444231870494913,0.30481743754854
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MYH4,Myosin-4,48148,0.00391241669575318,0.00381392723963602,-0.00356288069393342,0.0113877140854398,0.304987417904789
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CLEC4G,C-type lectin domain family 4 member G,51933,-0.00286923352219096,0.0028016996791604,-0.00836056489334535,0.00262209784896342,0.305796490192519
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL17D,Interleukin-17D,51550,0.00292351712482875,0.00285969065783224,-0.00268147656452245,0.00852851081417994,0.306640548725008
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CMC1,COX assembly mitochondrial protein homolog,48840,0.00775616229335387,0.00758711203681455,-0.00711457729880264,0.0226269018855104,0.306660028365299
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OLFM4,Olfactomedin-4,47647,0.0105907437231211,0.0103652919070808,-0.00972522841475723,0.0309067158609994,0.306911909775205
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLXDC1,Plexin domain-containing protein 1,51406,-0.00282027907394109,0.00276068971579287,-0.00823123091689512,0.00259067276901295,0.306988218587727
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,VSTM2B,V-set and transmembrane domain-containing protein 2B,48486,-0.00349100391457328,0.00342650968186518,-0.010206962891029,0.00322495506188246,0.308299809045785
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATRN,"Attractin, Isoform 2",48866,-0.00140087020708877,0.00137603879158844,-0.00409790623860211,0.00129616582442456,0.308668449481805
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD99,CD99 antigen,51969,-0.00167481974559126,0.00164518934627829,-0.00489939086429672,0.00154975137311419,0.308683587036252
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,C2,Complement C2,52039,-0.00191645891823351,0.00188355731283183,-0.00560823125138391,0.00177531341491688,0.308941444038099
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMA1,Proteasome subunit alpha type-1,51406,-0.00388503586954739,0.00381903403645339,-0.011370342580996,0.00360027084190125,0.309029928283496
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TNC,Tenascin,52074,0.00409323411572048,0.00402416543773177,-0.00379413014223378,0.0119805983736747,0.309086149830701
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,STXBP1,Syntaxin-binding protein 1,48801,0.00656264362819675,0.00645201555927568,-0.00608330686798359,0.0192085941243771,0.309096028283217
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PDRG1,p53 and DNA damage-regulated protein 1,48300,-0.00427095949677947,0.00419941544384596,-0.0125018137667175,0.0039598947731586,0.309148475558442
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDR1,Epithelial discoidin domain-containing receptor 1,52166,0.00199844176658511,0.00196667628083764,-0.00185624374385667,0.00585312727702689,0.30956750729192
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CNTN3,Contactin-3,51969,-0.00241897199071151,0.00238096328808886,-0.00708566003536567,0.00224771605394265,0.30965724727807
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GHRL,Appetite-regulating hormone,51955,-0.0069954526398066,0.00691573969424281,-0.0205503024405225,0.00655939716090931,0.311775075339899
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SCARA5,Scavenger receptor class A member 5,52166,-0.00253959827849311,0.00251328274639474,-0.0074656324614268,0.00238643590444058,0.312280261557097
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TXLNA,Alpha-taxilin,51761,0.00741824620590868,0.00734329014458525,-0.00697460247747841,0.0218110948892958,0.312406477428664
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SAA4,Serum amyloid A-4 protein,48866,-0.00264979584394834,0.00262714703416841,-0.00779900403091843,0.00249941234302175,0.313168442147784
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KIR2DS4,Killer cell immunoglobulin-like receptor 2DS4,48778,0.0143358459906151,0.014242865630524,-0.0135801706452119,0.0422518626264421,0.314173620211816
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GP2,Pancreatic secretory granule membrane major glycoprotein GP2,51231,0.00710172827171042,0.00705827833377604,-0.00673249726249062,0.0209359538059115,0.31435134766084
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SCLY,Selenocysteine lyase,52099,0.00404975369588596,0.00402935320878856,-0.00384777859333962,0.0119472859851115,0.314876879224356
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL3RA,Interleukin-3 receptor subunit alpha,51550,0.00263989281442972,0.0026274682318662,-0.00250994492002803,0.00778973054888748,0.315038084053173
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD200,OX-2 membrane glycoprotein,51933,-0.00226407667810465,0.00225440674916755,-0.00668271390647306,0.00215456055026375,0.315249582371876
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,48148,0.00546943881775915,0.00545171669475901,-0.00521592590396851,0.0161548035394868,0.315752314473326
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGB7,Integrin beta-7,52163,0.00383621012407349,0.00384101415184624,-0.00369217761354515,0.0113645978616921,0.317926417075874
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KIR2DL2,Killer cell immunoglobulin-like receptor 2DL2,48767,0.00733958613476558,0.00734991472739939,-0.00706624673093722,0.0217454190004684,0.318003033978708
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LAMA1,Laminin subunit alpha-1,48148,-0.00429102157076966,0.0043029877439162,-0.0127248775488454,0.00414283440730609,0.318670514934198
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KLKB1,Plasma kallikrein,48451,-0.00202817784237783,0.00203823945208037,-0.00602312716845536,0.0019667714836997,0.319717472247779
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL1,Growth-regulated alpha protein,51895,0.00767918194245734,0.00772364735897816,-0.00745916688113984,0.0228175307660545,0.320114929409143
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",51847,0.00809540707777053,0.00814325526030585,-0.00786537323242893,0.02405618738797,0.320172754851027
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD300LG,CMRF35-like molecule 9,51969,0.00307039593915359,0.00309357976550362,-0.0029930204012335,0.00913381227954068,0.320961115433693
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CNPY2,Protein canopy homolog 2,51531,0.0049785249666381,0.00501830545215692,-0.00485735371958946,0.0148144036528657,0.321172421158477
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IFT20,Intraflagellar transport protein 20 homolog,48300,0.00363082853153801,0.00366183690392335,-0.00354637180015175,0.0108080288632278,0.321438044692578
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NPHS1,Nephrin,48252,0.00280536822231224,0.00283007463692156,-0.00274157806605401,0.00835231451067849,0.321565938813091
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",48840,0.00615774208696707,0.00622982074070413,-0.00605270656481303,0.0183681907387472,0.32295388766386
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SRPK2,SRSF protein kinase 2,51933,0.00702219782117188,0.00711539791033353,-0.00692398208308184,0.0209683777254256,0.32370109685096
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IFNLR1,Interferon lambda receptor 1,51933,-0.00296780858131026,0.00301000381304494,-0.00886741605487834,0.00293179889225781,0.324152332418159
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,48778,0.00178136631184994,0.00180831313824544,-0.00176292743911111,0.00532566006281099,0.324587569174132
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PFDN6,Prefoldin subunit 6,48300,0.00523713162842425,0.00532081011809926,-0.00519165620305029,0.0156659194598988,0.324993214511554
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",51964,0.00269619757565822,0.00274067527191893,-0.0026755259573029,0.00806792110861933,0.325238178547151
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TWF2,Twinfilin-2,48854,0.00696560595563052,0.0070829857548797,-0.00691704612393369,0.0208482580351947,0.325408621140411
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FCRL6,Fc receptor-like protein 6,51933,0.0056204358952636,0.00571691661326499,-0.00558472066673579,0.016825592457263,0.325556782362949
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL17A,Interleukin-17A,51503,0.00355498434553248,0.00361748097037942,-0.00353527835641119,0.0106452470474761,0.325753815504957
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IGFL4,Insulin growth factor-like family member 4,48252,0.00582086532552047,0.0059257366592506,-0.00579357852661072,0.0174353091776517,0.325962986752693
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KLK3,Prostate-specific antigen,48854,0.0092253014798676,0.00939310291034097,-0.0091851802244007,0.0276357831841359,0.326044742900347
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRKG1,cGMP-dependent protein kinase 1,48385,0.0103183181602769,0.0105134139764986,-0.0102879732336603,0.0309246095542141,0.326386255629519
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD69,Early activation antigen CD69,51836,0.00718956859281568,0.00734323214426894,-0.00720316640995144,0.0215823035955828,0.327553548409818
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NTproBNP,N-terminal prohormone of brain natriuretic peptide,51955,-0.00894990625852257,0.00914698557139966,-0.0268779979784659,0.00897818546142076,0.327859878035403
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EFNA4,Ephrin-A4,51721,-0.00254812663631958,0.00260541022691905,-0.00765473068108093,0.00255847740844176,0.328077830347244
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTGES2,Prostaglandin E synthase 2,48115,0.00447056649046291,0.00457114626945862,-0.00448888019767599,0.0134300131786018,0.328088022885986
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NRGN,Neurogranin,48865,0.00742339255308404,0.0076150194420516,-0.00750204555333709,0.0223488306595052,0.329653418131039
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TXNL1,Thioredoxin-like protein 1,48162,-0.00822560777084831,0.00844460968749721,-0.0247770427583428,0.00832582721664623,0.33003577961247
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MSLN,Mesothelin,51808,-0.00475224795170354,0.00488420863898216,-0.0143252968841086,0.00482080098070149,0.330572301281986
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CSF1,Macrophage colony-stimulating factor 1,52044,-0.00217852180533147,0.00223908576448551,-0.00656712990372307,0.00221008629306013,0.330587456320479
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,F10,Coagulation factor X,48865,-0.00231079263568906,0.00237555971350322,-0.00696688967415538,0.00234530440277726,0.330696100422342
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LTB,Lymphotoxin-beta,48767,-0.00279526127231537,0.00287386560749042,-0.00842803786299659,0.00283751531836586,0.330739660229414
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PHACTR2,Phosphatase and actin regulator 2,48801,0.00922753681210127,0.00951124842763025,-0.00941451010605403,0.0278695837302566,0.331972909655404
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CLMP,CXADR-like membrane protein,52163,0.00177549274713593,0.00183166219701054,-0.00181456515900472,0.00536555065327658,0.332388437515735
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGA11,Integrin alpha-11,51933,-0.00274368979257115,0.00283406302707685,-0.00829845332564177,0.00281107374049947,0.332998583401721
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLEKHO1,Pleckstrin homology domain-containing family O member 1,48794,0.00561714529233177,0.00580229107210189,-0.00575534520898793,0.0169896357936515,0.33301055905172
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CHRM1,Muscarinic acetylcholine receptor M1,48300,0.00293450591413435,0.00303185489813115,-0.00300792968620271,0.00887694151447141,0.333110552588577
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMIGO1,Amphoterin-induced protein 1,48300,-0.00404194039619625,0.00417873215986462,-0.0122322554295309,0.00414837463713841,0.333423565475744
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,APOF,Apolipoprotein F,48865,-0.00211245698012042,0.0021843037592418,-0.00639369234823436,0.00216877838799351,0.333501738942557
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NFASC,Neurofascin,52231,0.00233157263043412,0.00241285312719447,-0.00239761949886705,0.00706076475973528,0.333897205171112
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,48252,0.00647268768698052,0.00669951405733653,-0.00665835986539907,0.0196037352393601,0.333984588282786
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGB6,Integrin beta-6,51550,-0.00247415240281533,0.00256257029946112,-0.00749679018975913,0.00254848538412847,0.334306411001131
